file_name,class_name,query,source_url
blackheads_whiteheads_0001_5ce97bf4ed15d431.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000015.jpg
blackheads_whiteheads_0002_2978c3847d3d8de8.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000055.jpg
blackheads_whiteheads_0003_b9f90b5186d40eea.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000032.jpg
blackheads_whiteheads_0004_d0e4658e63a7a691.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000141.jpg
blackheads_whiteheads_0005_c7d799e0226bd1b7.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000163.jpg
blackheads_whiteheads_0006_39d44381ad1d2e94.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000230.jpg
blackheads_whiteheads_0007_8c935ef1caf1d182.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000191.jpg
blackheads_whiteheads_0008_7fb052ebf721cf0a.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000044.jpg
blackheads_whiteheads_0009_bc4ac10834f9b42f.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000021.jpg
blackheads_whiteheads_0010_de3a15bb07fca6a8.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000266.jpg
blackheads_whiteheads_0011_b508c4ea9aa660b2.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000118.jpg
blackheads_whiteheads_0012_ccf95a5690b0e37b.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000120.jpg
blackheads_whiteheads_0013_f447da621007be5d.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000206.jpg
blackheads_whiteheads_0014_42373cc58b3185be.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000054.jpg
blackheads_whiteheads_0015_3cb03005f7392c49.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000099.jpg
blackheads_whiteheads_0016_ae96e92bde0fd9c7.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000174.jpg
blackheads_whiteheads_0017_8dbe5e2139112463.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000144.jpg
blackheads_whiteheads_0018_480d2555e5e58266.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000223.jpg
blackheads_whiteheads_0019_bf9320ce2a09c46f.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000096.jpg
blackheads_whiteheads_0020_4d5161c67e78e18b.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000203.jpg
blackheads_whiteheads_0021_90ff7b8364877632.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000085.jpg
blackheads_whiteheads_0022_dbc1b5d4499b0b44.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000165.jpg
blackheads_whiteheads_0023_dcfb74cd3e9adb61.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000113.jpg
blackheads_whiteheads_0024_ae2539d0cff050bc.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000074.jpg
blackheads_whiteheads_0025_28935ecafdbad5d0.jpg,blackheads_whiteheads,blackheads whiteheads on nose close up,dataset/concerns/blackheads_whiteheads/_raw/blackheads_whiteheads_on_nose_close_up/000170.jpg
