file_name,class_name,query,source_url
hyperpigmentation_dark_spots_0001_8e53dfee8a1fc6bc.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000089.jpg
hyperpigmentation_dark_spots_0002_f98325eae42eb759.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000053.jpg
hyperpigmentation_dark_spots_0003_d26053e64eeb3b32.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000029.jpg
hyperpigmentation_dark_spots_0004_71a5d999e03107a9.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000065.jpg
hyperpigmentation_dark_spots_0005_890561ea272bd0bc.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000230.jpg
hyperpigmentation_dark_spots_0006_2ed0ac6698b9bdbb.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000190.jpg
hyperpigmentation_dark_spots_0007_cc5013b3641e3cc2.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000209.jpg
hyperpigmentation_dark_spots_0008_de704f08943e33f2.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000176.jpg
hyperpigmentation_dark_spots_0009_ed2bed6eab20e7e5.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000202.jpg
hyperpigmentation_dark_spots_0010_cf6b2a04442f20d2.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000018.jpg
hyperpigmentation_dark_spots_0011_791b22e8ebe11de3.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000165.jpg
hyperpigmentation_dark_spots_0012_1e654a1e9eb4d615.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000102.jpg
hyperpigmentation_dark_spots_0013_314c948c94b1a2cb.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000011.jpg
hyperpigmentation_dark_spots_0014_ae846be570a918e2.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000116.jpg
hyperpigmentation_dark_spots_0015_197445045235f72f.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000185.jpg
hyperpigmentation_dark_spots_0016_d63c137d02164413.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000267.jpg
hyperpigmentation_dark_spots_0017_e0be561ec182a149.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000197.jpg
hyperpigmentation_dark_spots_0018_e4956bd42d6a927a.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000001.jpg
hyperpigmentation_dark_spots_0019_689321455106307c.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000235.jpg
hyperpigmentation_dark_spots_0020_f2ae50e1938d590d.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000043.jpg
hyperpigmentation_dark_spots_0021_4bc02c05ca9da6ee.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000241.jpg
hyperpigmentation_dark_spots_0022_f6d3828087551442.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000088.jpg
hyperpigmentation_dark_spots_0023_c3edc3dec0ec935f.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000099.jpg
hyperpigmentation_dark_spots_0024_64784e3840962de3.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000048.jpg
hyperpigmentation_dark_spots_0025_107c67da615855be.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000221.jpg
hyperpigmentation_dark_spots_0026_a7d840816ee87ed9.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000270.jpg
hyperpigmentation_dark_spots_0027_64b121852042a2a4.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000174.jpg
hyperpigmentation_dark_spots_0028_409a7d0d2819ece5.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000019.jpg
hyperpigmentation_dark_spots_0029_e8ab74923b93f52a.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000229.jpg
hyperpigmentation_dark_spots_0030_e626f1ea18785d20.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000022.jpg
hyperpigmentation_dark_spots_0031_8244e0b58780bf36.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000233.jpg
hyperpigmentation_dark_spots_0032_715f2c7704cc0082.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000144.jpg
hyperpigmentation_dark_spots_0033_e9bc641c74478223.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000232.jpg
hyperpigmentation_dark_spots_0034_412fd9cf091a598a.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000277.jpg
hyperpigmentation_dark_spots_0035_13549537434b76b7.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000067.jpg
hyperpigmentation_dark_spots_0036_d57428353cb8f8e0.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000074.jpg
hyperpigmentation_dark_spots_0037_0be1ab8fc572f3cd.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000132.jpg
hyperpigmentation_dark_spots_0038_4fdd9fcb1cd7305a.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000039.jpg
hyperpigmentation_dark_spots_0039_0295fe8e56942aa3.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000130.jpg
hyperpigmentation_dark_spots_0040_f5264c04699c19f4.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000288.jpg
hyperpigmentation_dark_spots_0041_64784e3840962de3.jpg,hyperpigmentation_dark_spots,facial hyperpigmentation dark spots,dataset/concerns/hyperpigmentation_dark_spots/_raw/facial_hyperpigmentation_dark_spots/000210.jpg
